DP Identifier,MSCIWorldTRI,TOP40,LEBUAGCH,LEBUCGCH,LEBUPFCH,LEBUWPCH
Date,MSCIWorldTRI Index,TOP40 Index,LEBUAGCH,LEBUCGCH,LEBUPFCH,LEBUWPCH
01/02/2023,12644.37,73723.26,4.276199,3.711032,3.921026,4.179993
02/02/2023,12815.31,73629.3,4.287477,3.716731,3.929763,4.178627
03/02/2023,12693.94,74082.09,4.318975,3.742786,3.957911,4.225433
06/02/2023,12572.48,73489.37,4.315951,3.743872,3.956515,4.239858
07/02/2023,12693.72,73434.08,4.303572,3.733126,3.945076,4.22613
08/02/2023,12610.63,73968.07,4.313258,3.740593,3.953729,4.234231
09/02/2023,12560.5,74037.05,4.312472,3.738963,3.952609,4.227087
10/02/2023,12533.23,73017.05,4.292323,3.729083,3.93718,4.223748
13/02/2023,12652.11,73757.01,4.311764,3.740767,3.952785,4.240338
14/02/2023,12664.79,73824.35,4.310784,3.739794,3.951996,4.232425
15/02/2023,12680.04,73462.98,4.315012,3.744568,3.956216,4.254938
16/02/2023,12570.1,74196.28,4.336004,3.75796,3.973377,4.279361
17/02/2023,12523.32,73231.61,4.310245,3.738538,3.950738,4.256348
20/02/2023,12538.78,73786.51,4.312637,3.738911,3.952114,4.255206
21/02/2023,12345.81,72785.85,4.290575,3.72623,3.934433,4.249878
22/02/2023,12303.76,72154.82,4.272898,3.71683,3.920905,4.221916
23/02/2023,12335.38,72948.4,4.295372,3.727023,3.93733,4.24048
24/02/2023,12198.36,70884.68,4.283612,3.731928,3.933633,4.236133
27/02/2023,12266.52,71518.04,4.276333,3.725869,3.927001,4.227395
28/02/2023,12235.69,71693.89,4.290652,3.734098,3.938255,4.24047
01/03/2023,12201.33,72603.99,4.299051,3.735816,3.943578,4.232365
02/03/2023,12262.44,71584.49,4.267723,3.718877,3.919163,4.217985
03/03/2023,12435.85,72318.71,4.279588,3.723478,3.927714,4.221787
06/03/2023,12466.5,72769.42,4.30291,3.74314,3.948982,4.251658
07/03/2023,12287.15,72675.31,4.313423,3.749444,3.957146,4.271774
08/03/2023,12290.74,71868.39,4.285901,3.734419,3.935613,4.251239
09/03/2023,12142.45,71844.69,4.287446,3.735976,3.937088,4.255093
10/03/2023,11990.78,70692.59,4.235844,3.702922,3.894801,4.19671
13/03/2023,11928.87,69731.53,4.181475,3.675428,3.853523,4.137295
14/03/2023,12069.69,69363.58,4.156821,3.66205,3.834254,4.109977
15/03/2023,11908.05,67306.53,4.136436,3.654188,3.819652,4.11789
16/03/2023,12090.57,67445.99,4.117827,3.63895,3.8027,4.094441
17/03/2023,11992.59,67001.16,4.120356,3.640723,3.804904,4.094874
20/03/2023,12092.6,68799.28,4.163483,3.67508,3.843716,4.138282
22/03/2023,12129.81,69756.56,4.188003,3.68478,3.861099,4.158041
23/03/2023,12179.75,70066.09,4.189667,3.681454,3.86058,4.14143
24/03/2023,12161.66,69180.7,4.17584,3.675238,3.850181,4.13688
27/03/2023,12206.91,69785.1,4.195705,3.686303,3.865674,4.155481
28/03/2023,12217.82,70444.91,4.214066,3.693536,3.878848,4.16435
29/03/2023,12375.05,70864.87,4.225057,3.69748,3.886483,4.170163
30/03/2023,12478.59,71089.32,4.226136,3.696321,3.886645,4.16863
31/03/2023,12622.66,70497.7,4.212896,3.693342,3.878578,4.156186
03/04/2023,12678.5,70958.74,4.257488,3.726618,3.916928,4.21866
04/04/2023,12648.33,71693.22,4.281028,3.739164,3.934892,4.238924
05/04/2023,12593.01,70925.8,4.271287,3.735516,3.928074,4.22984
06/04/2023,12623.35,71378.91,4.30111,3.759665,3.954554,4.269194
11/04/2023,12655.4,72252.61,4.320127,3.767048,3.967774,4.286637
12/04/2023,12649.8,71964.65,4.325421,3.771292,3.972574,4.29692
13/04/2023,12804.29,72704.95,4.314727,3.76209,3.96297,4.273254
14/04/2023,12789.56,73133.74,4.335043,3.772717,3.978091,4.295257
17/04/2023,12796.58,73035.7,4.337191,3.774982,3.980085,4.307078
18/04/2023,12835.9,73676.51,4.345337,3.777424,3.985617,4.310496
19/04/2023,12824.6,73243.33,4.329793,3.76752,3.972749,4.300895
20/04/2023,12776.76,73284.15,4.323748,3.762404,3.967329,4.288718
21/04/2023,12779.62,72344.55,4.315305,3.761114,3.962234,4.285338
24/04/2023,12801.02,72510.21,4.310371,3.75485,3.956595,4.282847
25/04/2023,12633.99,72322.99,4.315008,3.764353,3.963257,4.29715
26/04/2023,12590.73,72533.14,4.326401,3.769646,3.971577,4.300491
28/04/2023,12850.38,72582.82,4.337494,3.77778,3.98128,4.312289
02/05/2023,12702.69,71883.89,4.329822,3.776822,3.976693,4.316337
03/05/2023,12672.94,72572.85,4.318637,3.768697,3.967146,4.296368
04/05/2023,12598.61,71700.66,4.291316,3.754739,3.946447,4.272148
05/05/2023,12794.75,72510.48,4.314703,3.770003,3.965679,4.294994
08/05/2023,12820.92,72963.3,4.329018,3.772651,3.974349,4.30953
09/05/2023,12768.53,72233.4,4.321828,3.772545,3.970409,4.317876
10/05/2023,12802.53,72352.66,4.331458,3.778193,3.977719,4.338479
11/05/2023,12771.9,71633.93,4.31786,3.77322,3.967563,4.357889
12/05/2023,12750.92,72961.36,4.336234,3.781424,3.98099,4.371378
15/05/2023,12799.51,72918.29,4.328772,3.77492,3.974251,4.35367
16/05/2023,12722.77,72652.62,4.327334,3.774388,3.973328,4.352927
17/05/2023,12809.12,73189.17,4.329021,3.770584,3.971938,4.370732
18/05/2023,12899.64,72513.94,4.323203,3.772491,3.969811,4.375757
19/05/2023,12912.34,72985.41,4.342261,3.780207,3.983304,4.397104
22/05/2023,12929.33,72763.46,4.32895,3.765846,3.969739,4.377585
23/05/2023,12799.38,71478.89,4.308007,3.753046,3.952743,4.36742
24/05/2023,12672.24,70331.94,4.28074,3.740428,3.932766,4.334794
25/05/2023,12709.35,70971.24,4.312194,3.771663,3.963555,4.372145
26/05/2023,12851.35,71404.27,4.29155,3.755198,3.945246,4.355218
29/05/2023,12862.89,71444.16,4.303041,3.764229,3.955406,4.372507
30/05/2023,12843.8,70921.14,4.30563,3.76532,3.957,4.384127
31/05/2023,12731.91,69997.84,4.28485,3.751426,3.93948,4.366028
01/06/2023,12875.56,70656.08,4.291003,3.755961,3.944808,4.367973
02/06/2023,13066.1,71993.27,4.333574,3.778898,3.978021,4.391621
05/06/2023,13052.38,71421.55,4.317167,3.769851,3.965241,4.371146
06/06/2023,13087.96,71631.94,4.333964,3.78591,3.981628,4.393294
07/06/2023,13036.6,71833.07,4.348085,3.790568,3.991546,4.386173
08/06/2023,13108.95,71696.22,4.33477,3.780692,3.980145,4.367545
09/06/2023,13125.29,71602.07,4.335188,3.779956,3.980087,4.363514
12/06/2023,13218.26,70968.68,4.309725,3.767147,3.960945,4.337234
13/06/2023,13326.69,72485.8,4.352386,3.791325,3.994559,4.372405
14/06/2023,13374.14,72628.89,4.343911,3.782156,3.986077,4.357488
15/06/2023,13498.33,73035.28,4.368269,3.795721,4.004973,4.381095
19/06/2023,13447.32,72530.49,4.36503,3.794702,4.002858,4.377999
20/06/2023,13376.52,71338.62,4.349624,3.785746,3.990326,4.378705
21/06/2023,13323.79,70240.25,4.31456,3.769242,3.96443,4.347046
22/06/2023,13337.04,69749.48,4.303443,3.765221,3.956658,4.341504
23/06/2023,13209.62,69130.75,4.298358,3.769066,3.955581,4.353356
26/06/2023,13176.15,68980.52,4.292095,3.766497,3.951286,4.332836
27/06/2023,13295.81,69357.19,4.286535,3.762317,3.946555,4.318468
28/06/2023,13312.78,69603.16,4.32009,3.786355,3.975183,4.36004
29/06/2023,13356.82,69607.81,4.333124,3.79712,3.986916,4.380575
30/06/2023,13506.74,70705.47,4.362555,3.812582,4.009609,4.40255
03/07/2023,13531.83,70932.92,4.380042,3.82549,4.024696,4.428134
04/07/2023,13530.86,70887.84,4.375164,3.81957,4.019484,4.425245
05/07/2023,13482.3,70587.4,4.374616,3.822708,4.020604,4.428079
06/07/2023,13318.22,68813.08,4.359481,3.816369,4.009304,4.434277
07/07/2023,13318.34,69509.98,4.334435,3.789608,3.983658,4.406972
10/07/2023,13349.64,69098.37,4.323366,3.7851,3.975804,4.39418
11/07/2023,13450.43,69532.28,4.325006,3.783646,3.97627,4.381438
12/07/2023,13605.82,71206.63,4.346003,3.792718,3.99186,4.382467
13/07/2023,13755.33,71995.97,4.373402,3.811517,4.015295,4.387233
14/07/2023,13747.58,72480.19,4.400441,3.831466,4.038353,4.427141
17/07/2023,13765.97,71989.17,4.388767,3.825619,4.029499,4.418383
18/07/2023,13859.68,71858.37,4.371492,3.814426,4.015505,4.392562
19/07/2023,13884.7,71859.33,4.3788,3.821391,4.022558,4.399641
20/07/2023,13802.26,71806.48,4.381548,3.821691,4.024095,4.402578
21/07/2023,13797.77,71578.77,4.369164,3.815207,4.014566,4.390732
24/07/2023,13838.33,71524.42,4.358381,3.809177,4.006166,4.375566
25/07/2023,13875.07,72212.09,4.361485,3.806495,4.006683,4.368344
26/07/2023,13872.12,72250.89,4.37009,3.813191,4.014327,4.383705
27/07/2023,13826.3,72871.47,4.393831,3.827563,4.033631,4.397762
28/07/2023,13934.14,73120.28,4.400312,3.830276,4.038554,4.395086
31/07/2023,13963.89,73634.07,4.423771,3.845724,4.057896,4.424738
01/08/2023,13892.82,73286.24,4.447798,3.864989,4.078919,4.463332
02/08/2023,13674.08,71164.44,4.422763,3.857104,4.061906,4.464791
03/08/2023,13628,71431.29,4.41679,3.854801,4.057432,4.467373
04/08/2023,13612.5,71603.86,4.405749,3.844853,4.047381,4.44305
07/08/2023,13691.63,71586.14,4.416978,3.855763,4.058272,4.457113
08/08/2023,13620.36,71341.31,4.437366,3.87483,4.077551,4.486601
10/08/2023,13610.11,72215.94,4.457576,3.882436,4.091921,4.483624
11/08/2023,13556.72,71434.25,4.444712,3.878353,4.083087,4.486962
14/08/2023,13577,70633.37,4.426652,3.86917,4.06907,4.48663
15/08/2023,13447.83,70045.37,4.417316,3.862036,4.060803,4.484649
16/08/2023,13346.89,69342.57,4.396122,3.851115,4.044727,4.459892
17/08/2023,13240.86,68878.76,4.365089,3.829861,4.018655,4.427841
18/08/2023,13222.14,67620.79,4.32639,3.804797,3.986648,4.39962
21/08/2023,13281.79,68284.71,4.339072,3.80852,3.994922,4.402906
22/08/2023,13276.01,67797.63,4.321965,3.796915,3.980738,4.384022
23/08/2023,13406.42,68404.39,4.315339,3.793236,3.975972,4.361069
24/08/2023,13263.89,68637.1,4.352358,3.821823,4.008566,4.397334
25/08/2023,13291.16,68162.29,4.340629,3.814433,3.999093,4.379173
28/08/2023,13399.76,69370.36,4.361328,3.825577,4.015118,4.395474
29/08/2023,13582.12,69093.97,4.353354,3.820153,4.008389,4.390453
30/08/2023,13657.42,69516.14,4.375006,3.835412,4.02686,4.415463
31/08/2023,13636.08,69278.44,4.394272,3.852073,4.044504,4.449188
01/09/2023,13652.58,69069.25,4.384522,3.847055,4.037056,4.438625
04/09/2023,13656.04,69662.43,4.41929,3.866089,4.0637,4.482882
05/09/2023,13580.28,69322.26,4.411146,3.86405,4.058314,4.488558
06/09/2023,13500.09,68754.21,4.394865,3.853408,4.044857,4.475316
07/09/2023,13462.74,67583.93,4.360291,3.834695,4.01815,4.442455
08/09/2023,13471.14,68020.84,4.354672,3.829135,4.012653,4.431085
11/09/2023,13565.77,68518.46,4.357496,3.825491,4.012478,4.424212
12/09/2023,13504.14,68540.41,4.366211,3.832863,4.02034,4.440098
13/09/2023,13508.85,67777.55,4.333042,3.810779,3.99264,4.405207
14/09/2023,13630.21,68806.22,4.354282,3.823755,4.009803,4.425296
15/09/2023,13531.37,69029.17,4.382491,3.841749,4.033011,4.456849
18/09/2023,13509.57,68299.44,4.350747,3.823756,4.007876,4.429205
19/09/2023,13486.96,68041.26,4.35134,3.822418,4.007623,4.424143
20/09/2023,13420.77,68995.31,4.360373,3.822127,4.012331,4.419483
21/09/2023,13191.21,67430.92,4.339457,3.814764,3.997631,4.414292
22/09/2023,13163.01,67680.65,4.311406,3.786484,3.969734,4.372181
26/09/2023,13003.7,66857.83,4.301585,3.783255,3.962849,4.379317
27/09/2023,12985.68,66371.27,4.301815,3.784322,3.963368,4.3808
28/09/2023,13064.13,66679.05,4.285435,3.767676,3.946858,4.370949
29/09/2023,13052.6,66500.11,4.288745,3.770959,3.950426,4.361032
02/10/2023,12986.5,65417.44,4.294613,3.786604,3.960342,4.392104
03/10/2023,12808.13,65050.39,4.276687,3.776408,3.946204,4.384973
04/10/2023,12859.58,64882.3,4.258548,3.764348,3.931185,4.364781
05/10/2023,12887.07,65546.19,4.299312,3.792511,3.965322,4.406867
06/10/2023,13020.23,65926.41,4.300274,3.794698,3.966883,4.406271
09/10/2023,13082.18,65967.35,4.312671,3.802644,3.977383,4.415839
10/10/2023,13215.95,68119.04,4.335304,3.810535,3.993164,4.415285
11/10/2023,13269.5,68080.49,4.345015,3.815099,4.000652,4.414188
12/10/2023,13200.03,67600.06,4.351066,3.825196,4.008408,4.428366
13/10/2023,13099.83,67153.07,4.328223,3.807354,3.988111,4.408074
16/10/2023,13206.34,67369.78,4.313499,3.795454,3.97458,4.388201
17/10/2023,13221.32,67120.18,4.311301,3.794946,3.973148,4.394381
18/10/2023,13053.22,66310.9,4.307615,3.794558,3.970935,4.400773
19/10/2023,12928.72,65319.78,4.289911,3.785376,3.957155,4.384021
20/10/2023,12776.98,64598.64,4.252948,3.762623,3.926914,4.3474
23/10/2023,12756.58,64340.67,4.242363,3.756723,3.918471,4.329122
24/10/2023,12826.42,64849.33,4.254268,3.768649,3.930423,4.335817
25/10/2023,12690.37,64556.37,4.2658,3.778208,3.940983,4.350222
26/10/2023,12547.96,64267.78,4.237471,3.760826,3.9181,4.318219
27/10/2023,12507.29,63785.89,4.215512,3.745089,3.899184,4.284449
30/10/2023,12625.33,64243.68,4.221008,3.746641,3.902679,4.287997
31/10/2023,12676.97,63873.91,4.212521,3.742306,3.89619,4.277232
01/11/2023,12809.41,63887.58,4.217851,3.747132,3.901423,4.284396
02/11/2023,13062.23,65437.25,4.246552,3.76618,3.92566,4.290779
03/11/2023,13205.79,66916.23,4.308443,3.80263,3.975017,4.337019
06/11/2023,13232.15,67353.06,4.322905,3.813168,3.98716,4.359066
07/11/2023,13222.98,65630.37,4.296909,3.800658,3.967662,4.349705
08/11/2023,13228.08,66557.34,4.312628,3.813956,3.98186,4.362334
09/11/2023,13187.88,66351.8,4.320909,3.822488,3.990362,4.371325
10/11/2023,13289.27,65434.45,4.31172,3.817905,3.983249,4.37249
13/11/2023,13307.86,65653.66,4.329163,3.828368,3.997219,4.393018
14/11/2023,13580.03,67317.52,4.332142,3.82308,3.996576,4.378725
15/11/2023,13635.96,68691.16,4.392515,3.858826,4.045216,4.413746
16/11/2023,13629.88,67759.75,4.367889,3.851708,4.029056,4.40349
17/11/2023,13686.4,67925.67,4.377718,3.861819,4.038939,4.411686
20/11/2023,13778.71,68245.09,4.39381,3.87335,4.052657,4.428893
21/11/2023,13756.09,68204.11,4.397339,3.881148,4.058347,4.430772
22/11/2023,13778.99,68689.75,4.431563,3.902721,4.085972,4.471666
23/11/2023,13797.95,69340.5,4.450517,3.909892,4.099078,4.49559
24/11/2023,13827.89,69662.79,4.46621,3.920421,4.112072,4.515489
27/11/2023,13795.08,69366.89,4.447596,3.905155,4.09538,4.490647
28/11/2023,13816.18,69574.16,4.452335,3.916047,4.10304,4.491878
29/11/2023,13824.22,69303.49,4.439912,3.910236,4.09392,4.4723
30/11/2023,13871.96,69647.14,4.476831,3.93596,4.124908,4.516946
01/12/2023,13951.04,69800.58,4.457013,3.923416,4.108705,4.504027
04/12/2023,13886.92,69908.27,4.485201,3.943616,4.132748,4.530934
05/12/2023,13872,69134.61,4.468804,3.933432,4.119176,4.524831
06/12/2023,13862.15,69287.64,4.470984,3.934279,4.12074,4.520467
07/12/2023,13939.52,68720.96,4.446468,3.922757,4.102667,4.496076
08/12/2023,13984.65,67667.22,4.45087,3.927488,4.106929,4.511175
11/12/2023,14026.96,67796.69,4.451135,3.928081,4.107295,4.525611
12/12/2023,14078.94,66496.06,4.447511,3.927257,4.104959,4.521836
13/12/2023,14233.5,66563.75,4.455414,3.933189,4.111718,4.533799
14/12/2023,14363.19,69154.73,4.492957,3.947995,4.139094,4.534022
18/12/2023,14375.12,68201.23,4.483128,3.957287,4.138262,4.528972
19/12/2023,14476.9,68708.56,4.473878,3.947435,4.128771,4.52232
20/12/2023,14333.28,68718.28,4.489902,3.956608,4.141607,4.531847
21/12/2023,14440.78,69195.95,4.479454,3.947359,4.131648,4.519014
22/12/2023,14473.72,67966.89,4.471691,3.948525,4.128002,4.521743
27/12/2023,14583.76,70273.03,4.532764,3.981827,4.175486,4.565946
28/12/2023,14598.1,70076.25,4.551429,3.996791,4.192172,4.590662
29/12/2023,14557.83,70494.8,4.545731,3.989452,4.185771,4.579127
02/01/2024,14449.67,69337.93,4.546035,4.000049,4.190199,4.614762
03/01/2024,14313.5,68096.74,4.533986,3.995568,4.181497,4.615119
04/01/2024,14307.67,68195.81,4.512963,3.981247,4.163727,4.589958
05/01/2024,14337.23,68156.39,4.512351,3.981198,4.163291,4.596582
08/01/2024,14489.37,67756.98,4.50251,3.976359,4.155924,4.5819
09/01/2024,14460.67,67347.68,4.515923,3.98811,4.16875,4.59271
10/01/2024,14527.59,67141.68,4.49805,3.981204,4.156155,4.576884
11/01/2024,14508.88,67381.69,4.51931,3.996552,4.174602,4.599055
12/01/2024,14560.19,67844.51,4.512337,3.987555,4.16655,4.589977
15/01/2024,14545.73,67253.56,4.507608,3.990678,4.16549,4.59003
16/01/2024,14458.19,66608.24,4.51205,3.994735,4.169445,4.608773
17/01/2024,14340.77,65353.15,4.4853,3.984934,4.150699,4.597597
18/01/2024,14446.35,66009.28,4.484232,3.980425,4.148072,4.584687
19/01/2024,14594.73,66346.3,4.499047,3.990459,4.160681,4.601271
22/01/2024,14658.41,66028.54,4.503903,4.000499,4.16784,4.617566
23/01/2024,14666.94,67019.59,4.517943,4.00515,4.177432,4.621328
24/01/2024,14725.51,67952.43,4.536107,4.008254,4.188481,4.622293
25/01/2024,14766.41,67586.95,4.538161,4.009993,4.19031,4.62949
26/01/2024,14784.41,68621.01,4.552081,4.015002,4.200063,4.636401
29/01/2024,14877.17,67910.18,4.550836,4.01646,4.200055,4.638021
30/01/2024,14880.07,68099.8,4.559668,4.026404,4.209407,4.656689
31/01/2024,14735.89,68034.46,4.540815,4.009095,4.191249,4.631599
01/02/2024,14835.15,67934.27,4.533417,4.007641,4.186682,4.614146
02/02/2024,14931.49,67838.8,4.559515,4.027634,4.209489,4.645419
05/02/2024,14866.92,67476.47,4.559983,4.031439,4.211178,4.659604
06/02/2024,14917.68,68059.89,4.567722,4.030546,4.214945,4.66749
07/02/2024,15012.33,67775.46,4.559776,4.025009,4.208296,4.656698
08/02/2024,15018.64,67199.91,4.561632,4.028966,4.211012,4.669667
09/02/2024,15090.9,66853.53,4.557622,4.025562,4.207293,4.668804
12/02/2024,15089.12,67202.86,4.549836,4.01978,4.200284,4.67134
13/02/2024,14903.07,66490.08,4.549866,4.021711,4.201149,4.672961
14/02/2024,15022.34,66420.9,4.532034,4.007148,4.18488,4.653086
15/02/2024,15136.62,66708.03,4.536363,4.010076,4.188638,4.656156
16/02/2024,15117.03,67152.57,4.553,4.022378,4.203172,4.670761
19/02/2024,15125.05,67099.9,4.549832,4.02021,4.200403,4.668923
20/02/2024,15068,66513.5,4.535398,4.014046,4.189921,4.657005
21/02/2024,15059.2,66557.7,4.529575,4.014574,4.187275,4.639932
22/02/2024,15326.46,67636.51,4.579179,4.043851,4.227023,4.69137
23/02/2024,15346,67768.63,4.604607,4.061065,4.248262,4.736642
26/02/2024,15308.67,67218.27,4.59103,4.053962,4.23759,4.727113
27/02/2024,15337.12,66776.71,4.563708,4.035584,4.214585,4.700719
28/02/2024,15296.42,65816.62,4.551444,4.032099,4.206443,4.696993
29/02/2024,15366.38,66349.81,4.562656,4.038615,4.21548,4.702519
01/03/2024,15491.03,66337.43,4.570009,4.045205,4.222479,4.708614
04/03/2024,15483.31,66177.64,4.567511,4.042196,4.219793,4.706032
05/03/2024,15368.32,65777.07,4.55346,4.032706,4.208057,4.696162
06/03/2024,15460.72,67122.71,4.556489,4.031016,4.208963,4.682805
07/03/2024,15625.42,67143.77,4.558957,4.032354,4.210874,4.686533
08/03/2024,15575.09,67297.57,4.56719,4.036233,4.217119,4.692762
11/03/2024,15515.11,67124.67,4.556357,4.030426,4.208516,4.684075
12/03/2024,15654.67,67181.43,4.563974,4.03441,4.214364,4.693006
13/03/2024,15650.45,67954.7,4.576838,4.037749,4.222746,4.708066
14/03/2024,15593.13,67011.26,4.56627,4.031639,4.214127,4.705073
15/03/2024,15504.08,66745.72,4.55148,4.020733,4.201148,4.694992
18/03/2024,15585.71,66251.81,4.544543,4.021244,4.197367,4.703595
19/03/2024,15644.33,65607.83,4.526747,4.010136,4.182621,4.68559
20/03/2024,15745.82,66131.94,4.539299,4.018165,4.193162,4.695948
22/03/2024,15810.74,67023.29,4.574711,4.040794,4.222456,4.736513
25/03/2024,15774.68,67032.22,4.568595,4.034776,4.216367,4.727155
26/03/2024,15747.67,67409.47,4.582758,4.041285,4.226822,4.738252
27/03/2024,15854.81,67678.68,4.592736,4.044499,4.233507,4.746997
28/03/2024,15864.37,68346.21,4.613098,4.055535,4.249328,4.769994
02/04/2024,15711.23,68275.31,4.612586,4.057052,4.24965,4.770438
03/04/2024,15740.45,67979.45,4.589522,4.043978,4.231675,4.742842
04/04/2024,15634.41,69211.04,4.622941,4.062826,4.258192,4.76255
05/04/2024,15708.87,68694.72,4.594593,4.048019,4.236195,4.736471
08/04/2024,15738.65,69185.86,4.608943,4.051102,4.245205,4.748417
09/04/2024,15756.49,69282.03,4.618942,4.055772,4.252863,4.749182
10/04/2024,15607.27,69276.72,4.632189,4.069207,4.265857,4.77542
11/04/2024,15661.36,69079.32,4.618333,4.057484,4.253132,4.757483
12/04/2024,15479.14,69208.94,4.632481,4.066518,4.264682,4.779982
15/04/2024,15325.49,68348.49,4.616786,4.054451,4.25046,4.767166
16/04/2024,15231.67,66901.55,4.556339,4.020893,4.202878,4.721398
17/04/2024,15157.68,66899.25,4.562162,4.023736,4.206943,4.715878
18/04/2024,15154.03,67189.65,4.572792,4.037309,4.219432,4.724726
19/04/2024,15041.86,67313.61,4.568341,4.033346,4.215093,4.72345
22/04/2024,15168.4,67496.66,4.582368,4.040479,4.225776,4.728908
23/04/2024,15356.7,68050.58,4.594668,4.0472,4.235341,4.739904
24/04/2024,15361.31,68573.48,4.629476,4.071488,4.264993,4.775731
25/04/2024,15285.55,68437.29,4.594389,4.046738,4.234974,4.743983
26/04/2024,15419.63,69357.67,4.605213,4.044309,4.239718,4.730386
29/04/2024,15476.82,70391.06,4.638301,4.069366,4.269131,4.757029
30/04/2024,15286.59,69924.83,4.641556,4.072632,4.272283,4.760468
02/05/2024,15364.97,69944.03,4.634053,4.066875,4.265758,4.744249
03/05/2024,15549.48,70299.7,4.645717,4.069496,4.273115,4.748981
06/05/2024,15688.42,70651.84,4.643751,4.066323,4.270507,4.742904
07/05/2024,15738.94,70789.82,4.660475,4.083326,4.287168,4.765431
08/05/2024,15711.53,70939.42,4.689744,4.105641,4.312793,4.806986
09/05/2024,15790.68,71339.62,4.682992,4.096276,4.304943,4.793876
10/05/2024,15833.8,72180.82,4.715123,4.11263,4.329536,4.815854
13/05/2024,15842.1,72408.19,4.716235,4.111543,4.329671,4.813076
14/05/2024,15909.41,72372.32,4.733156,4.122679,4.343672,4.832483
15/05/2024,16083.9,73142.16,4.746266,4.13415,4.356142,4.840397
16/05/2024,16073.31,73214,4.757353,4.142107,4.36577,4.84847
17/05/2024,16092.58,73213.76,4.751363,4.138361,4.360859,4.842293
20/05/2024,16116.69,73733.8,4.773095,4.153832,4.379625,4.859619
21/05/2024,16131.4,73438.76,4.758729,4.1432,4.366999,4.842366
22/05/2024,16065.66,73060.63,4.762527,4.147594,4.370987,4.848511
23/05/2024,15977.72,72573.5,4.76983,4.156136,4.378653,4.866669
24/05/2024,16051.22,72746.06,4.75517,4.140585,4.363422,4.856048
27/05/2024,16079.66,72559.4,4.74515,4.135428,4.355745,4.847741
28/05/2024,16064.73,72189.63,4.736565,4.132725,4.350031,4.842167
30/05/2024,15862.73,70942.43,4.703892,4.119551,4.326723,4.826511
31/05/2024,15979.46,70455.35,4.713264,4.128993,4.335629,4.85128
03/06/2024,16019.3,71424.87,4.724857,4.131702,4.343323,4.84336
04/06/2024,16021.47,70562.21,4.71501,4.129125,4.336867,4.840152
05/06/2024,16159.82,70582.69,4.727407,4.141542,4.348795,4.868511
06/06/2024,16191.27,70937.85,4.74668,4.153951,4.364669,4.892151
07/06/2024,16141.58,70531.54,4.735939,4.150572,4.35761,4.877951
10/06/2024,16159.44,69919.66,4.712793,4.139361,4.340304,4.852555
11/06/2024,16148.96,69786.85,4.699138,4.134542,4.331181,4.832625
12/06/2024,16318.09,70706.56,4.717758,4.141178,4.344313,4.832222
13/06/2024,16263.59,69999.55,4.71023,4.14265,4.341125,4.827623
14/06/2024,16209.11,70519.55,4.729699,4.155138,4.357169,4.843382
18/06/2024,16353.51,72863.74,4.778338,4.178382,4.394245,4.849216
19/06/2024,16358.52,73796.46,4.80321,4.199027,4.417317,4.860272
20/06/2024,16340.42,73266.86,4.8013,4.195029,4.414205,4.867089
21/06/2024,16285.92,72857.56,4.782967,4.185309,4.40013,4.845214
24/06/2024,16292.3,73512.36,4.812729,4.203927,4.424357,4.878684
25/06/2024,16347.02,72903.06,4.792098,4.19862,4.410955,4.864508
26/06/2024,16344.64,72563.55,4.79439,4.20271,4.414118,4.869209
27/06/2024,16354.72,72287.12,4.804721,4.207309,4.421799,4.896087
28/06/2024,16309.89,72979.42,4.797105,4.197718,4.412994,4.87828
01/07/2024,16348.88,72805.61,4.824824,4.21605,4.436125,4.898278
02/07/2024,16430.39,72556.5,4.830093,4.22679,4.443596,4.923622
03/07/2024,16545.8,73681.78,4.851777,4.236284,4.459357,4.92869
04/07/2024,16579.15,73991.94,4.862527,4.243906,4.468561,4.934453
05/07/2024,16634.61,73729.27,4.859545,4.246988,4.468523,4.932523
08/07/2024,16643.32,73717.47,4.848847,4.239436,4.459321,4.916981
09/07/2024,16628,73580.41,4.843388,4.237105,4.455315,4.915875
10/07/2024,16789,73478,4.838232,4.234473,4.451446,4.906435
11/07/2024,16754.79,74121.69,4.859197,4.247625,4.468838,4.922486
12/07/2024,16854.12,74702.99,4.880655,4.263367,4.487443,4.938042
15/07/2024,16864.93,75185.83,4.900775,4.284344,4.507578,4.972113
16/07/2024,16927.1,74057.76,4.881463,4.27208,4.49178,4.948165
17/07/2024,16763.79,73463.9,4.882425,4.273093,4.492564,4.955458
18/07/2024,16634.2,73351.72,4.872893,4.2685,4.485441,4.94375
19/07/2024,16513.76,72930.75,4.852173,4.256515,4.468933,4.928547
22/07/2024,16658.55,73476.05,4.861386,4.260821,4.475883,4.924475
23/07/2024,16640.93,73652.16,4.895203,4.286998,4.505882,4.966088
24/07/2024,16339.51,73596.11,4.879717,4.277051,4.493078,4.944949
25/07/2024,16223.22,73687.25,4.859287,4.264361,4.476135,4.922214
26/07/2024,16378.67,74042.43,4.872081,4.266779,4.484114,4.918224
29/07/2024,16390.29,73872.66,4.906752,4.293753,4.515355,4.965209
30/07/2024,16334.13,74092.71,4.896218,4.284448,4.505187,4.951714
31/07/2024,16601.01,75661.56,4.934096,4.306217,4.535307,4.977273
01/08/2024,16353.23,74712.02,4.922904,4.299604,4.526291,4.96665
02/08/2024,16031.69,73449.42,4.876777,4.276909,4.491726,4.925474
